Text,label
"@khan_zafarul @rubusmubu The #TamilNadu Assembly passes a resolution urging the Centre to repeal the Citizenship Amendment Act, 2019 to ""protect and ensure unity and communal harmony and uphold the secular principles"" enshrined in the Constitution. #CAA20",1
hindus of telangana should remember but for operationpolo in we would b in nizampakistan amp subjected to ill treatment that lakhs of hindus in pakistan go thru day telanganaassembly voting against caa npr nrc is an insult to those who fought the razakars amp nizam,0
#WhatsHot | @ShereenBhan speaks to @dp_satish about the massive protests in Bengaluru against #CAA; A fact-check on NRC &amp; Prime Minister's claim on detention centres with @praveenswami https://t.co/mRfYwvKS6W,2
caa does not affect indian citizens classification reasonable amp rational centre tells sc read counter affidavit supremecourt caa npr nrc,0
@narendramodi ji India's Animal Citizens need your protection. Amendment in Prevention of Cruelty to Animals Act is long overdue. @girirajsinghbjp #NoMore50 #PMFORANIMALS https://t.co/RyHFICcePg https://t.co/LzQoieDEiJ,2
when the inc raised hell in the parliament opposing uapa amit shah replied that the act would not be used for anything but anti terrorism today bjp govt is using uapa to arrest students amp journalists and indians are supposed to believe this man on caa nrc npr,1
@TimesNow @sgurumurthy This is high time to RESOLVE #pmcbankcrisis 15 months 100 deaths BR Amendment Bill passed &amp; @nsitharaman Mam said in parliament that now @RBI got POWER to Resolve like #YesBank Still NO SOLUTION WHY WE TREATED STEPMOTHERLY SECOND CITIZEN OF THIS COUNTRY? MUST ACT MERGE #PMCBank,2
anekrangkeshaheenbagh ghantaghar lucknow protest against nrc npr caa,1
"Even 100 years later, we'll be remembered for resisting through art. #Jamia's revolution against the #CAA-#NRC and the police crackdown has been painted on its walls. Story by @NandyAsmita. Full story: https://t.co/eRtWpG9g6p https://t.co/fh1N4jz2JN",1
"AIADMK in #TamilNadu has promised in their manifesto to urge the centre to do away with the controversial #CAA and #NRC. Watch @mkstalin, President of #DMK tell @smitha_tk about what his party would do if elected to power. Follow our coverage here: https://t.co/dj370h58H8 https://t.co/aiRwI8KMfG",1
name retd justice b g kolse patil place mumbai month january occasion speaking in a seminar against caa nrc npr organised by jamat e islami hind ps fought elections on janta dal secular ticket with congress support,1
"#WATCH PM speaks on #CitizenshipAmendmentAct in Jharkhand's Berahit. Says ""Congress&amp;its allies are creating an atmosphere of lies to scare Indian Muslims. They're spreading violence. Citizenship Amendment Act doesn’t snatch away any right of an Indian citizen or cause any harm."" https://t.co/JKRnjF99yu",0
isupport caa nrc,0
"#TimesNowSummit | CAA will not snatch anybody's nationality: @swapan55, MP, Rajya Sabha tells Rahul Shivshankar on 'Why Link CAA With NRC?' at TIMES NOW SUMMIT 2020. LIVE: https://t.co/YwECz0zJBo https://t.co/fpBTRKkYFj",0
Several hundred people have already shown up to protest at the Indian consulate in San Francisco against the Citizenship Amendment Act the National Register of Citizens and Indian policy in Kashmir. https://t.co/60uczMoPfg,1
thread aimim floor leader akbaruddin owaisi speaks on the discussion on resolution opposing caa npr nrc caa is a law that not only divides the country but also weakens it,1
#IndiaSupportsCAA I want to assure all my countrymen equally that the Citizenship Amendment Act does not affect citizens of India of any religion. No Indian has to worry about this: PM Mr. @narendramodi ji. https://t.co/frH3jnrvQX,0
cpim politburo statement on covid situation caa nrc npr protests delhiriots j amp k toppling of state govts and other pressing matters,2
npr came just to distract the mind from nrc and caa now nobody is taking about gdp and rising of prises when people opposing it then why it is so much important does this bill is above democracy notonpr,2
if millions on indians its lawyers its students and other educated folks are against caa amp nrc then there is something seriously wrong with these laws balant misuse of power by majoritarian extremist bjp agt muslims weakens the roots of our nation amp its image worldwide,1
kamal nath we won t let bjp implement caa nrc in mp jyotiraditya scindia hold my papers mama ji,1
Black Is the New Colour of Bright. ✌️ Protesting Woman (With kid) braves Jan cold to sit the night at Mumbai bagh &amp; raise her voice against India’s unjust Citizenship Amendment Act &amp; the proposed National Register of Citizens. https://t.co/5127qUqmJH,1
mr blopper there is a difference b w virtual threats and real attacks you have guts na use those in opposing caa nrc npr and promoting j,1
@iTIGERSHROFF Through Citizen Amendment Act our Govt. has exposed in front of the whole world how minorities are leaving a hellish life in Pakistan Bangladesh &amp; Afghanistan. #IAmIndianISupportCAA &amp; am thankful to Govt. for this Act.  https://t.co/Y1tTN6cFdN,0
"#Video | While campaigning in Bihar's Kishanganj, AIMIM President @asadowaisi spoke exclusively to @shadabmoizee, on a range of issues, including #CAA-#NRC, expectations over winning seats to Mahagathbandhan and more. https://t.co/kSzhqACtpM",1
muslim and their habit of portraying themselves as victim oh btw caa will not go back npr will happen and within yrs nrc will start we have to weed out illegal infiltrators from bangladesh and rohingya terrorists,0
in an extraordinary feat gram sabhas in districts of odisha have passed resolutions urging the state government to stop the implementation of the contentious caa and the nrc,1
after modi arvind kejriwal is the only leader which have better convincing power his speech on caa nrc was very pro indians not pro muslims kitni asaani se samjh aane wale shabdo me samjha dia yeh issue kejriwal ko pta h ki kab attacking mode lena h,2
We all Indian Support Citizen Amendment Act. #ISupportCAA #IndiaSupportsCAB #IndiaSupportCAA Thanks to @AmitShah ji @narendramodi ji https://t.co/Z3QEFaPnyY,0
To show their support towards the historic Citizenship Amendment Act thousands of Mumbaikars from various walks of life joined the #MumbaiSignsForCAA signature campaign at @BJYM4Mumbai Versova Assembly.Citizens praised the brave and bold decision of Hon'ble PM @narendramodi Ji https://t.co/mrHVek16T0,0
article scrapped ram mandir verdict pro dharmic caa future mein nrc and ucc all these are made possible by seats surprised to see this tweet from you sir respect you a lot,0
indian lawyers of supremecourt amp highcourt protest against caa nrc npr worldagainstcaa nrc npr caa nrc protests euvoteagainstcaa,1
Darjeeling: West Bengal CM Mamata Banerjee holds rally against National Register of Citizens Citizenship Amendment Act and National Population Register https://t.co/O4pfRIcs2E,1
"The man known for firing shots in the air amid Anti #CAA #NRC #protests at Delhiâ€™s #ShaheenBagh locality in February, #KapilGujjar, has joined the #BharatiyaJanataParty.  https://t.co/ssF0Im9gT1",2
"In December 2019, the Modi administration achieved passage of the discriminatory Citizenship (Amendment) Act, which fast-tracks asylum claims of non-Muslim irregular immigrants from the neighboring Muslim-majority countries of Afghanistan, Bangladesh, and Pakistan.",1
Hamtramck City Council of Michigan State in the US has passed a resolution opposing the National Register of Citizens (NRC) and Citizenship Amendment Act (CAA) in India. #RejectNRC https://t.co/tbgD1loaL2,1
The order been issued under the Citizenship Act 1955 and provisions of the Citizenship Rules 2009. The rules under the Citizenship (Amendment) Act 2019 are yet to be framed by the government.  https://t.co/j8uqXtvDnS,2
"â€œWe donâ€™t even intend to discuss political issues like CAA, NRC. We want to understand- Where did man come from? What is his purpose?"": A #COVID19 patient from Coimbatore, Tamil Nadu, who had attended the #TablighiJamaat in Delhi tells @smitha_tk. https://t.co/onyruG4Agm",2
tamil nadu govt suspends npr in the state caa nrc npr,1
@narendramodi Through Citizen Amendment Act our Govt. has exposed in front of the whole world how Hindus are leaving a hellish life in Pakistan Bangladesh &amp; Afghanistan.  #WeSupportCAA &amp; are thankful to Govt. for this Act. https://t.co/ZJ8ofQL3ms,0
exdem you really need to understand the relationship of arabs with india let me remind you that not a single arab country except turkey spoken against caa nrc npr uae hold high regards for india,0
"Mahatma Gandhi &amp; Dr BR Ambedkar, at multiple times, spoke about protecting minorities in Pak &amp; B'desh 70 years after partition, #CAA2019 finally grants that protection to religiously persecuted minorities from these countries Anekal stands by Ambedkar's dream #IndiaSupportsCAA https://t.co/gNQkAjtC9F",0
